global_step,loss,policy_loss,value_loss,train_time_s
3,4.452975749969482,1.9868215517249155e-08,4.476843357086182,0.9583616256713867
5,1.4139130115509033,0.07285957783460617,1.3649262189865112,0.3006632328033447
8,1.3173823356628418,-0.018229732289910316,1.359479308128357,0.414914608001709
