global_step,loss,policy_loss,value_loss,train_time_s
2,5.141838073730469,-0.007119685411453247,5.172835350036621,0.931476354598999
4,2.8578128814697266,0.053632691502571106,2.828057289123535,0.37741756439208984
6,1.0158065557479858,0.1279316544532776,0.9117562770843506,0.3229384422302246
