global_step,loss,policy_loss,value_loss,train_time
2,0.2476319968700409,-5.587935447692871e-08,0.2715681195259094,0.6760613918304443
4,0.2826208472251892,-3.129243850708008e-07,0.3065577447414398,0.22011756896972656
6,20.26544189453125,-0.06281304359436035,20.346416473388672,0.1552126407623291
