global_step,loss,policy_loss,value_loss,train_time
2,0.214715838432312,0.0,0.2386576235294342,0.6446452140808105
4,0.21016651391983032,4.544854164123535e-07,0.23410817980766296,0.2104508876800537
6,39.06755065917969,0.09238505363464355,38.98973846435547,0.12971997261047363
